input,output
"方剂组成：生姜四两 甘草三两(炙)人参三两 干姜一两 黄芩三两 半夏半升 黄连一两 大枣十二枚(劈)
制备方法：右八味，以水一斗，煮取六升，去滓，再煎取三升，温服一升，日三服。",方剂名称：生姜泻心汤方
"方剂组成：甘草二两(炙) 干姜三两 附子大者一枚(生用) 猪胆汁半合 人参二两
制备方法：右五味，以水三升，先煮四味，取一升，去滓，纳猪胆汁搅匀，分温再服。",方剂名称：通脉四逆加猪胆汁汤方
"方剂组成：桂枝三两(去皮)茯苓二两枳实二两芍药三两甘草一两(炙)
制备方法：右五味，以水六升，煮取三升，去滓，温服一升，日三服。",方剂名称：桂枝茯苓枳实芍药甘草汤方
"方剂组成：柏叶三两 阿胶二两 干姜二两(炮) 牡丹三两
制备方法：右四味，以水三升，先煮三味，取二升，去滓，纳胶烊消，温服一升，日再服。",方剂名称：柏叶阿胶汤方
"方剂组成：麻黄二两（去节）
茯苓三两
白术三两
防己一两
赤小豆一升
制备方法：右五味，以水七升，先煮麻黄，再沸，去上沫，纳诸药，煮取三升，去滓，温服一升，日三服。",方剂名称：麻黄茯苓汤方
"方剂组成：干姜一两（炮）
附子一枚（破八片炮）
制备方法：右二味，以水三升，煮取一升，去滓，顿服。",方剂名称：干姜附子汤方
"方剂组成：蜀漆(洗去腥) 云母(烧二日夜) 龙骨各等分
制备方法：右三味，杵为散，未发前以浆水和服半钱匙。",方剂名称：蜀漆散方
"方剂组成：柴胡半斤 黄芩三两 人参三两 半夏半升(洗) 甘草三两(炙) 生姜三两(切) 大枣十二枚(劈) 茯苓三两 白术三两
制备方法：右九味，以水一斗二升，煮取六升，去滓，再煎取三升，温服一升，日三服。",方剂名称：小柴胡加茯苓白术汤方
"方剂组成：吴茱萸一升
人参三两
生姜六两
大枣十二枚（劈）
制备方法：右四味，以水七升，煮取二升，去滓，温服七合，日三服。",方剂名称：吴茱萸汤方
"方剂组成：黄连三两
黄芩二两
制备方法：右二味，以水二升，煮取一升，分温再服。",方剂名称：黄连黄芩泻心汤方
"方剂组成：葛根四两
麻黄三两（去节）
桂枝二两（去皮）
芍药二两
甘草二两（炙）
生姜三两（切）
大枣十二枚（劈）
制备方法：右七味，以水一斗，先煮麻黄葛根，减二升，去上沫，纳诸药，煮取三升，去滓，温服一升，复取微似汗，不须啜粥，余如桂枝法将息及禁忌，诸汤皆仿此。",方剂名称：葛根汤方
"方剂组成：厚朴五两 麻黄四两 石膏如鸡子大 杏仁半升 半夏半升 五味子半升
制备方法：右六味，以水一斗，先煮麻黄，去沫，纳诸药，煮取三升，去滓，分温三服。",方剂名称：厚朴麻黄汤方
"方剂组成：桔梗三分巴豆一分贝母三分
制备方法：右三味为散，更于臼中杵之，以白饮和服，强人半钱匙，羸者减之。病在膈上必吐，在膈下必利；不利进热粥一杯，利不止进冷粥一杯。",方剂名称：白散方
"方剂组成：黄连四两
芍药二两
黄芩二两
阿胶三两
鸡子黄三枚
制备方法：右五味，以水六升，先煮三物，取二升，去滓，纳阿胶烊消，小冷，纳鸡子黄，搅令相得，温服七合，日三服。",方剂名称：黄连阿胶汤方
"方剂组成：黄芪三两 当归半两
制备方法：右二味，以水五升，煮取三升，去滓，温服一升，日三服。",方剂名称：黄芪当归汤方
"方剂组成：大黄二两黄连一两黄芩一两附子一枚(炮去皮破别煮取汁)
制备方法：右四味，切三昧，以麻沸汤二升渍之。须臾绞去滓，纳附子汁，分温再服。",方剂名称：附子泻心汤方
"方剂组成：大黄三两 桃仁二十枚 （庶／虫）虫二十枚(去足)
制备方法：右三味，末之，炼蜜和丸，以酒一升，水一升，煮取八合，顿服之，血下如豚肝愈。",方剂名称：下瘀血汤方
"方剂组成：麻黄三两（去节）
桂枝二两（去皮）
甘草一两（炙）
杏仁七十枚
（去皮尖）
制备方法：右四味，以水九升，先煮麻黄减二升，去上沫，纳诸药，煮取二升半，去滓，温服八合，覆取微似汗，不须粥饮，余如桂枝法将息，桂枝汤见后卷。",方剂名称：麻黄汤方
"方剂组成：括萎实一枚(捣) 薤白三两 半夏半升 白酒一斗
制备方法：右四味，同煮取四升，去滓，温服一升，日三服。",方剂名称：薤白括蒌半夏汤方
"方剂组成：滑石一斤 乱发一斤(烧) 白鱼一斤
制备方法：右三味杵为散，饮服方寸匙，日三服。",方剂名称：滑石乱发白鱼散方
"方剂组成：薏苡十五两 大附子十枚(炮)
制备方法：右二昧，杵为散，白饮服方寸匙，日三服。",方剂名称：薏苡附子散方
"方剂组成：甘草二两（炙）
芎藭二两
当归二两
黄芩二两
芍药二两
半夏四两
生姜四两
葛根五两
桂枝三两
制备方法：右九味，以水二斗，煮取五升，温服一升，日三服，夜二服。",方剂名称：奔豚汤方
"方剂组成：当归三两 桂枝三两(去皮) 芍药三两 细辛三两 甘草二两(炙) 木通二两 大枣二十五枚(劈) 人参三两 附子一枚(炮去皮破八片)
制备方法：右九味，以水八升，煮取三升，去滓，温服一升，日三服。",方剂名称：当归四逆加人参附子汤方
"方剂组成：茯苓半斤 白术二两 戎盐二枚(弹丸大)
制备方法：右三味，先以水一斗，煮二味，取三升，去滓，纳戎盐，更上微火一二沸化之，分温三服。",方剂名称：茯苓白术戎盐汤方
"方剂组成：地黄八两 薯蓣四两 山茱萸四两 泽泻三两 牡丹皮三两 茯苓三两 桂枝一两 附子一枚(炮)
制备方法：右八味，末之，炼蜜和丸，如梧子大，酒下十五丸，渐加至二十五丸，日再服，白饮下亦可。",方剂名称：肾气丸方
"方剂组成：芍药三两
甘草三两（炙）附子一枚（炮去皮破八片）
制备方法：右三味，以水五升，煮取一升五合，去滓，分温三服。",方剂名称：芍药甘草附子汤方
"方剂组成：白术三两枳实一两半干姜一两白蜜二两
制备方法：右四味，以水六升，先煮三味，去滓，取三升，纳白蜜烊消，温服一升，日三服。",方剂名称：白术枳实干姜白蜜汤方
"方剂组成：桂枝四两（去皮）
甘草二两（炙）
制备方法：右二味，以水三升，煮取一升，去滓，顿服。",方剂名称：桂枝甘草汤方
"方剂组成：猪苓一两
茯苓一两
滑石一两
泽泻一两
阿胶一两
人参三两
制备方法：右六味，以水四升，先煮五味，取二升，纳阿胶烊消，温服七合，日三服。",方剂名称：猪苓加人参汤方
"方剂组成：柴胡半斤 桂枝三两 干姜二两 括萎根四两 黄芩三两 甘草二两(炙) 牡蛎二两(熬)
制备方法：右七味，以水一斗，煮取六升，去滓，再煎取三升，温服一升，日三服，初服微烦，再服，汗出便愈。",方剂名称：柴胡桂姜汤方
"方剂组成：竹叶一把
石膏半斤
杏仁三十枚（去皮尖）
甘草二两
制备方法：右四味，以水五升，煮取三升，去滓，温服一升，日三服。",方剂名称：竹叶石膏杏子甘草汤方
"方剂组成：甘草四两(炙) 生姜三两(切) 人参二两 地黄半斤 桂枝三两 麦门冬半升 阿胶二两 麻仁半升 大枣十二枚(劈)
制备方法：右九味，以清酒七升，先煮八味，取三升，去滓，纳胶烊消尽，温服一升，日三服。",方剂名称：炙甘草汤方
"方剂组成：桂枝三两
茯苓四两
白术三两
细辛二两
制备方法：右四味，以水六升，煮取二升，去滓，温服一升，日再服。",方剂名称：桂枝茯苓白术细辛汤方
"方剂组成：雄黄一两
制备方法：右一味，为末，筒瓦二枚合之，纳药于中，以火烧烟，向肛薰之。",方剂名称：雄黄散方
"方剂组成：麻黄六两 石膏半斤 甘草二两 生姜三两 大枣十二枚
制备方法：右五味，以水六升，先煮麻黄，去上沫，纳诸药，煮取三升，去滓，分温三服。",方剂名称：越婢汤方
"方剂组成：麻黄六两（去节）
桂枝二两（去皮）
甘草二两（炙）
杏仁四十枚（去皮尖）
生姜三两（切）
大枣十枚（劈）
石膏如鸡子大
附子一枚（炮去皮破八片）
制备方法：右八味，以水九升，先煮麻黄减二升，去上沫，纳诸药，煮取三升，去滓，温服一升，取微似汗，汗出多者温粉粉之，一服汗者，停后服；若复服汗多亡阳，遂虚，恶风烦躁不得眠也。",方剂名称：大青龙加附子汤方
"方剂组成：矾石三分(烧) 杏仁一分
制备方法：右二昧，末之，炼蜜为丸，枣核大，纳脏中，剧者再纳之。",方剂名称：矾石丸方
"方剂组成：白头翁二两 甘草二两 阿胶二两 黄连三两 黄柏三两 秦皮三两
制备方法：右六昧，以水七升，煮取二升半，去滓，纳胶烊消，分温三服。",方剂名称：白头翁加阿胶甘草汤方
"方剂组成：白术 芎藭䓖 蜀椒(去目汗) 牡蛎各等分
制备方法：右四味，杵为散，酒服一钱匙，日三服，夜一服。",方剂名称：白术散方
"方剂组成：栀子十六枚（劈）
黄芩三两
半夏半斤
甘草二两
制备方法：右四味，以水四升，先煮栀子，取二升半，去滓，纳三味，煮取一升，分温再服。",方剂名称：栀子汤方
"方剂组成：麦门冬七升 半夏一升 人参二两 甘草二两(炙) 粳米三合 大枣十二枚
制备方法：右六味，以水一斗二升，煮取六升，去滓，温服一升，日三服，夜三服。",方剂名称：麦门冬汤方
"方剂组成：百合七枚 知母三两
制备方法：右二味，先以水洗百合，渍一宿，当白沫出，去其水，另以泉水二升，煮取一升，去滓，别以泉水二升，煮知母取一升，去滓，后合煎取一升五合，分温再服。",方剂名称：百合知母汤方
"方剂组成：百合七枚 地黄汁一升
制备方法：右二昧，先洗煮百合如上法，去滓，纳地黄汁，煎取一升五合，分温再服，中病勿更服，大便当如漆。",方剂名称：百合地黄汤方
"方剂组成：甘草二两（炙）
芒硝半斤
大黄四两（酒洗）
制备方法：右三味，以水三升，煮二物至一升，取去滓，纳芒硝，更上微火一两沸，温顿服之，以调胃气。",方剂名称：调胃承气汤方
"方剂组成：水蛭二十个（熬）
虻虫二十个（去翅足熬）
桃仁二十五个（去皮尖）
大黄三两（酒洗）
制备方法：右四味，捣分为四丸，以水一升，煮一丸，取七合服之，晬时，当下血；若不下者，更服。",方剂名称：抵当丸方
"方剂组成：百合七枚
地黄汁一升
牡蛎二两
制备方法：右三味，先以水洗百合，渍一宿，当白沫出，去其水，另以泉水二升，煮二味，取一升，去滓，纳地黄汁，煮取一升五合，分温再服。",方剂名称：百合地黄加牡蛎汤方
"方剂组成：升麻二两 蜀椒一两(去汁) 雄黄五钱(研) 当归一两 甘草二两 鳖甲一片(炙)
制备方法：右六味，以水四升，煮取一升，顿服之，不差，再服，取汗。",方剂名称：升麻鳖甲汤方
"方剂组成：大黄四两 黄柏四两 芒硝四两 栀子十五枚
制备方法：右四味，以水六升，先煮三味，取二升，去滓，纳硝，更煮取一升，顿服。",方剂名称：大黄硝石汤方
"方剂组成：黄芪三两 桂枝三两 芍药三两 生姜六两 大枣十二枚
制备方法：右五味，以水六升，煮取二升，温服七合，日三服。",方剂名称：黄芪桂枝五物汤方
"方剂组成：括萎根二两 瞿麦一两 薯蓣二两 附子一枚(炮) 茯苓三两
制备方法：右五味，末之，炼蜜为丸，如梧桐子大，饮服二丸，日三服，不知可增至七八丸，以小便利，腹中温为知。",方剂名称：括蒌瞿麦薯蓣丸方
"方剂组成：鳖甲 柴胡 黄芩 大黄 牡丹 （庶/虫）虫 阿胶
制备方法：右七味，各等分，捣筛，炼蜜为丸，如梧桐子大，每服七丸，日三服，清酒下，不能饮者，白饮亦可。",方剂名称：鳖甲煎丸方
"方剂组成：半夏半升(洗) 黄芩三两 干姜三两 人参三两 甘草三两(炙) 黄连一两 大枣十二枚(劈)
制备方法：右七味，以水一斗，煮取六升，去滓，再煎取三升，温服一升，日三服。",方剂名称：半夏泻心汤方
"方剂组成：麻仁一升
白蜜六合
制备方法：右二味，以水四升，先煮麻仁，取一升五合，去滓，纳蜜，微沸，和合，令小冷，顿服之。",方剂名称：麻仁白蜜煎方
